0	Niue
1	Pitcairn Islands
2	Botswana
3	Guinea
4	Eritrea
5	Israel
6	Equatorial Guinea
7	Gambia
8	Trinidad and Tobago
9	Myanmar
10	French Southern Territories
11	Suriname
12	United Arab Emirates
13	Turkey
14	Western Sahara
15	Brazil
16	Austria
17	Guinea-Bissau
18	Bhutan
19	Philippines
20	Spain
21	Norfolk Island
22	Jordan
23	Niger
24	Bahamas
25	Uruguay
26	Zambia
27	Holy See (Vatican City State)
28	Tajikistan
29	Kenya
30	Chile
31	Saint Pierre and Miquelon
32	Solomon Islands
33	Panama
34	Turkmenistan
35	Switzerland
36	Norway
37	Gibraltar
38	Kiribati
39	Denmark
40	Anguilla
41	Slovenia
42	Tuvalu
43	Antarctica (the territory South of 60 deg S)
44	Aruba
45	Zimbabwe
46	Seychelles
47	India
48	Bahrain
49	France
50	Latvia
51	Tokelau
52	Argentina
53	Brunei Darussalam
54	Algeria
55	Gabon
56	Dominica
57	Central African Republic
58	Lesotho
59	Montenegro
60	Sao Tome and Principe
61	Venezuela
62	Lebanon
63	Nicaragua
64	Mauritania
65	Heard Island and McDonald Islands
66	Netherlands Antilles
67	Sierra Leone
68	Montserrat
69	Finland
70	Palestinian Territory
71	Mayotte
72	Burundi
73	Cayman Islands
74	Nigeria
75	Comoros
76	British Indian Ocean Territory (Chagos Archipelago)
77	Singapore
78	Germany
79	New Zealand
80	Greenland
81	Mozambique
82	Falkland Islands (Malvinas)
83	Puerto Rico
84	Madagascar
85	American Samoa
86	Belgium
87	Lithuania
88	Cote d'Ivoire
89	China
90	Saint Vincent and the Grenadines
91	San Marino
92	Romania
93	Saudi Arabia
94	Azerbaijan
95	Andorra
96	Hungary
97	Iraq
98	Georgia
99	Liberia
100	Swaziland
101	Saint Lucia
102	Cocos (Keeling) Islands
103	Guadeloupe
104	Faroe Islands
105	Oman
106	Russian Federation
107	Malta
108	Micronesia
109	Costa Rica
110	Senegal
111	Rwanda
112	Japan
113	French Polynesia
114	United States of America
115	Cyprus
116	Kyrgyz Republic
117	Afghanistan
118	Tanzania
119	Martinique
120	Taiwan
121	Fiji
122	Wallis and Futuna
123	Burkina Faso
124	Malaysia
125	Haiti
126	Nauru
127	Luxembourg
128	Honduras
129	Indonesia
130	Belize
131	North Macedonia
132	Poland
133	Uganda
134	Liechtenstein
135	Sri Lanka
136	Saint Barthelemy
137	Maldives
138	Serbia
139	Somalia
140	Timor-Leste
141	Bangladesh
142	Tonga
143	Papua New Guinea
144	Canada
145	French Guiana
146	Cuba
147	Thailand
148	Kazakhstan
149	Vietnam
150	Guatemala
151	Mali
152	Slovakia (Slovak Republic)
153	Libyan Arab Jamahiriya
154	Greece
155	Jamaica
156	Northern Mariana Islands
157	Kuwait
158	Angola
159	Guam
160	Syrian Arab Republic
161	Pakistan
162	Monaco
163	Svalbard & Jan Mayen Islands
164	Sudan
165	Ukraine
166	Djibouti
167	Netherlands
168	Australia
169	Jersey
170	Saint Martin
171	South Georgia and the South Sandwich Islands
172	Vanuatu
173	Bulgaria
174	Iran
175	Mongolia
176	Macao
177	Grenada
178	Congo
179	Sweden
180	United States Minor Outlying Islands
181	Palau
182	Estonia
183	Korea
184	Peru
185	Guernsey
186	Egypt
187	United Kingdom
188	El Salvador
189	Antigua and Barbuda
190	Isle of Man
191	Guyana
192	Cambodia
193	Paraguay
194	Namibia
195	Ethiopia
196	Cape Verde
197	Nepal
198	Morocco
199	Tunisia
200	Qatar
201	Cook Islands
202	Reunion
203	Mexico
204	Ireland
205	Turks and Caicos Islands
206	Dominican Republic
207	Iceland
208	Saint Helena
209	Portugal
210	New Caledonia
211	Hong Kong
212	Ghana
213	Uzbekistan
214	Ecuador
215	Marshall Islands
216	Moldova
217	Armenia
218	Saint Kitts and Nevis
219	Albania
220	Bolivia
221	Czech Republic
222	Malawi
223	Belarus
224	Chad
225	British Virgin Islands
226	Bermuda
227	South Africa
228	Yemen
229	Benin
230	Bosnia and Herzegovina
231	Barbados
232	Mauritius
233	Italy
234	Cameroon
235	Samoa
236	United States Virgin Islands
237	Christmas Island
238	Croatia
239	Colombia
240	Togo
241	Bouvet Island (Bouvetoya)
242	Lao People's Democratic Republic
