0	46182
1	32471
2	27167
3	13993
4	04344
5	48323
6	33150
7	55912
8	44347
9	35988
10	74435
11	24294
12	14201
13	61440
14	33420
15	89943
16	04910
17	20262
18	17787
19	07309
20	11115
21	65342
22	89532
23	13986
24	91315
25	95586
26	85587
27	97355
28	34103
29	88545
30	57363
31	59401
32	09642
33	86805
34	42447
35	61393
36	94194
37	18765
38	63729
39	35334
40	48845
41	69402
42	51153
43	48557
44	42544
45	24182
46	94562
47	68485
48	01830
49	35846
50	25598
51	15226
52	03574
53	33197
54	82641
55	74477
56	83632
57	18985
58	97115
59	19481
60	46204
61	84537
62	86561
63	09855
64	97633
65	88822
66	77258
67	66418
68	63694
69	26778
70	70756
71	65569
72	89917
73	37904
74	36850
75	90424
76	90387
77	08408
78	20332
79	77799
80	09830
81	97162
82	73989
83	90221
84	52451
85	56258
86	38705
87	86580
88	97227
89	39957
90	20684
91	61839
92	97432
93	75423
94	36910
95	70403
96	85737
97	38800
98	52300
99	20216
100	57933
101	53418
102	43756
103	21385
104	07177
105	01873
106	39388
107	74768
108	63396
109	04663
110	53801
111	80352
112	97370
113	57601
114	10421
115	47503
116	33633
117	15529
118	81255
119	80325
120	36800
121	83641
122	64383
123	48139
124	13139
125	05938
126	20320
127	09390
128	26273
129	83492
130	97488
131	73943
132	15395
133	52666
134	32769
135	15584
136	49349
137	71476
138	57419
139	06746
140	29749
141	21316
142	26824
143	64301
144	82257
145	64967
146	73465
147	86780
148	39463
149	35857
150	44306
151	22992
152	28735
153	94124
154	62574
155	50835
156	43776
157	91433
158	36299
159	44485
160	86845
161	86671
162	39633
163	95783
164	45295
165	28257
166	64289
167	53973
168	84199
169	89696
170	22378
171	57205
172	05769
173	38242
174	70806
175	81901
176	03647
177	80487
178	18445
179	61486
180	35343
181	52694
182	62673
183	01442
184	57735
185	18423
186	30838
187	97311
188	07315
189	74492
190	83305
191	01495
192	48750
193	36556
194	97391
195	78268
196	77248
197	76254
198	24858
199	97689
200	83623
201	25499
202	64518
203	84696
204	59704
205	85214
206	19701
207	38271
208	19642
209	65601
210	01240
211	94654
212	30662
213	07189
214	05104
215	67618
216	46283
217	11727
218	18839
219	90690
220	17798
221	20833
222	48444
223	93631
224	97435
225	74789
226	20397
227	07794
228	84433
229	66941
230	47277
231	15534
232	34211
233	97323
234	24936
235	71387
236	45496
237	02207
238	14968
239	17390
240	69674
241	62813
242	73247
243	55644
244	53720
245	49740
246	81555
247	44344
248	59613
249	97652
250	44459
251	42930
252	17806
253	37553
254	21117
255	29626
256	31805
257	84580
258	31513
259	59103
260	28705
261	59967
262	62852
263	49684
264	67757
265	59724
266	55870
267	74801
268	19360
269	97679
270	33895
271	86629
272	75782
273	91113
274	24608
275	20678
276	36383
277	60982
278	30774
279	56560
280	43567
281	56910
282	09903
283	36350
284	23970
285	51462
286	21997
287	18354
288	87973
289	28482
290	36216
291	66271
292	59207
293	35230
294	43659
295	12607
296	16782
297	03217
298	28274
299	55326
300	26918
301	81732
302	58241
303	21412
304	14644
305	35281
306	82568
307	74846
308	67477
309	63121
310	83350
311	41886
312	70695
313	04752
314	72915
315	57947
316	67663
317	10766
318	17867
319	11718
320	46479
321	27823
322	72605
323	43858
324	02621
325	11582
326	97271
327	24498
328	83499
329	23659
330	81276
331	72907
332	70754
333	37806
334	61497
335	37256
336	60880
337	31720
338	04223
339	59727
340	67882
341	42747
342	51929
343	82581
344	91801
345	97677
346	63134
347	94146
348	06338
349	08887
350	54237
351	82652
352	49809
353	28988
354	15566
355	37517
356	46227
357	94412
358	44519
359	97421
360	04192
361	60310
362	62300
363	08448
364	75605
365	66500
366	20844
367	95604
368	10460
369	79544
370	67731
371	16742
372	78292
373	36595
374	27105
375	40447
376	17237
377	97387
378	42856
379	12102
380	81480
381	51565
382	29853
383	54816
384	80150
385	49906
386	68857
387	95531
388	76286
389	12249
390	85494
391	47886
392	23815
393	52115
394	44675
395	78850
396	97287
397	83223
398	16590
399	09505
400	34540
401	58193
402	40235
403	92505
404	69328
405	68118
406	42299
407	97146
408	76605
409	72178
410	14987
411	45154
412	77988
413	83612
414	59281
415	09239
416	87277
417	07173
418	66955
419	57361
420	44822
421	65446
422	87735
423	38568
424	50582
425	70445
426	97686
427	50393
428	25792
429	48502
430	59578
431	93224
432	53442
433	16690
434	10348
435	94775
436	97350
437	75613
438	40824
439	73486
440	48383
441	11632
442	09966
443	48437
444	58542
445	26191
446	76134
447	21758
448	04630
449	22456
450	54661
451	44113
452	73650
453	47653
454	39575
455	07658
456	13320
457	58376
458	66139
459	94918
460	21323
461	56195
462	78733
463	79494
464	62745
465	23889
466	49642
467	02977
468	27205
469	27429
470	94480
471	72510
472	45251
473	11433
474	10750
475	97410
476	61656
477	04988
478	03159
479	12741
480	01944
481	82108
482	36797
483	95278
484	35182
485	97267
486	87405
487	46775
488	34895
489	85187
490	48495
491	72442
492	77270
493	48509
494	30304
495	97457
496	87500
497	54835
498	06396
499	77458
500	78536
501	88871
502	97138
503	58806
504	73212
505	22937
506	93775
507	32529
508	76926
509	14484
510	09677
511	25857
512	54772
513	73985
514	24937
515	94714
516	39290
517	09480
518	87619
519	14563
520	78722
521	42922
522	81815
523	09289
524	61242
525	12555
526	48808
527	81396
528	07334
529	37261
530	76290
531	36491
532	49118
533	17338
534	97154
535	79199
536	82696
537	44146
538	45901
539	97188
540	19480
541	22568
542	31487
543	97632
544	59118
545	13487
546	39441
547	50876
548	22396
549	18349
550	40655
551	44902
552	03103
553	92488
554	56983
555	36760
556	43280
557	03112
558	22752
559	87892
560	23863
561	80217
562	18930
563	01984
564	76910
565	63467
566	34851
567	04720
568	72932
569	35621
570	38254
571	19733
572	01844
573	97322
574	65911
575	09741
576	13135
577	15760
578	09668
579	21760
580	86578
581	35396
582	70312
583	25376
584	35739
585	26494
586	43391
587	03819
588	72114
589	39367
590	09635
591	33680
592	97420
593	24327
594	23997
595	85295
596	45914
597	97140
598	73731
599	91975
600	43898
601	53202
602	26426
603	17593
604	69987
605	81468
606	53491
607	32222
608	84179
609	91858
610	34704
611	97619
612	44435
613	33116
614	78855
615	52492
616	93624
617	91219
618	72756
619	42410
620	50900
621	11527
622	40833
623	93695
624	63239
625	48315
626	88211
627	47477
628	97694
629	21807
630	56986
631	75175
632	46342
633	63712
634	30881
635	10124
636	41268
637	34943
638	03285
639	72548
640	13801
641	35609
642	68438
643	64778
644	02690
645	27477
646	58478
647	81452
648	40224
649	78103
650	04765
651	25852
652	84176
653	93261
654	16738
655	22126
656	40178
657	03166
658	68881
659	02763
660	48651
661	52997
662	05105
663	84933
664	43512
665	25567
666	33626
667	81673
668	37773
669	53403
670	95432
671	14135
672	20263
673	82149
674	16444
675	90203
676	11695
677	79685
678	63389
679	63437
680	89856
681	33569
682	07614
683	12930
684	63479
685	92286
686	57699
687	57366
688	54271
689	85900
690	21821
691	13922
692	42986
693	73304
694	70663
695	73857
696	81841
697	92110
698	52333
699	11474
700	20365
701	34761
702	62216
703	76992
704	06393
705	15219
706	94509
707	22619
708	32593
709	29623
710	56408
711	20700
712	30479
713	20189
714	97368
715	37578
716	66745
717	89794
718	04432
719	54283
720	90331
721	38474
722	90340
723	64940
724	07546
725	24766
726	63237
727	08816
728	31164
729	58680
730	53916
731	23801
732	13732
733	52701
734	53536
735	04372
736	63210
737	09363
738	41362
739	22252
740	36685
741	20148
742	93343
743	29523
744	68806
745	86399
746	80106
747	41132
748	82774
749	19453
750	13101
751	85343
752	07954
753	71967
754	91813
755	26189
756	48853
757	23323
758	57157
759	57483
760	78885
761	94555
762	31598
763	21787
764	62995
765	80339
766	62699
767	63796
768	82591
769	66153
770	27782
771	44984
772	77955
773	97625
774	85446
775	16596
776	97320
777	61183
778	58799
779	45704
780	92790
781	85800
782	21434
783	48745
784	69953
785	69139
786	69695
787	97662
788	89317
789	07889
790	71963
791	16116
792	24166
793	25151
794	39827
795	74632
796	55681
797	49358
798	03913
799	22592
800	08251
801	97176
802	20309
803	65256
804	25883
805	17172
806	37176
807	12132
808	68615
809	52575
810	69495
811	44483
812	88795
813	19717
814	22557
815	35882
816	03502
817	02116
818	13509
819	01472
820	45770
821	82580
822	44285
823	47812
824	30344
825	83878
826	50805
827	15834
828	05606
829	19947
830	69716
831	72425
832	08947
833	48367
834	37817
835	42919
836	17676
837	46442
838	22939
839	64164
840	82337
841	01724
842	33375
843	05805
844	62516
845	55128
846	16550
847	26888
848	84716
849	17325
850	90787
851	49784
852	92371
853	97389
854	48770
855	14378
856	65802
857	09518
858	15506
859	28386
860	27189
861	52805
862	95155
863	35213
864	23507
865	32161
866	52215
867	38950
868	11724
869	85976
870	63619
871	95772
872	55742
873	59947
874	19775
875	63737
876	51630
877	97656
878	67530
879	92696
880	42400
881	54707
882	94290
883	87335
884	63524
885	04502
886	82503
887	11234
888	81619
889	78513
890	55412
891	53815
892	28523
893	29228
894	97166
895	87779
896	60897
897	54169
898	59468
899	79318
900	97247
901	97179
902	97187
903	40489
904	09616
905	23626
906	53880
907	06936
908	76398
909	90647
910	51956
911	26818
912	48567
913	04256
914	31315
915	97424
916	03645
917	26965
918	36659
919	71343
920	10321
921	13157
922	74354
923	76993
924	66660
925	73539
926	15231
927	54123
928	02535
929	93575
930	15157
931	86349
932	01457
933	97374
934	88985
935	17898
936	85727
937	41973
938	58908
939	78759
940	50403
941	97325
942	92355
943	38478
944	06824
945	23478
946	89986
947	05191
948	91753
949	36912
950	07431
951	68869
952	93947
953	91906
954	17727
955	33540
956	17450
957	87210
958	80378
959	84748
960	76234
961	51209
962	65808
963	01643
964	80475
965	04647
966	86285
967	27109
968	75655
969	07629
970	83795
971	41350
972	31952
973	73161
974	08959
975	12549
976	38495
977	18855
978	45713
979	33752
980	76825
981	64848
982	73957
983	97367
984	49803
985	75521
986	07258
987	47344
988	37999
989	81397
990	42469
991	51596
992	73626
993	52487
994	56939
995	60802
996	70363
997	79340
998	62831
999	10459
