cardinality,raw_value,multiset
0,0,\x138B48
1.0002442201269182,2048,\x138B480001
2.000977198748901,4097,\x138B4800010022
3.0021994137521975,8194,\x138B48000100220043
4.003911343725148,16387,\x138B480001002200430064
5.006113467958146,32772,\x138B4800010022004300640085
6.008806266444944,65541,\x138B480001002200430064008500A6
7.011990219885757,131078,\x138B480001002200430064008500A600C7
8.015665809687173,262151,\x138B480001002200430064008500A600C700E8
9.019833517963864,524296,\x138B480001002200430064008500A600C700E80109
10.024493827539368,1048585,\x138B480001002200430064008500A600C700E80109012A
11.029647221949576,2097162,\x138B480001002200430064008500A600C700E80109012A014B
12.03529418544122,4194315,\x138B480001002200430064008500A600C700E80109012A014B016C
13.041435202975777,8388620,\x138B480001002200430064008500A600C700E80109012A014B016C018D
14.048070760229278,16777229,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE
15.05520134359392,33554446,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF
16.062827440181,67108879,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F0
17.070949537820233,134217744,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211
18.079568125061755,268435473,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F002110232
19.088683691179465,536870930,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F0021102320253
20.098296726168925,1073741843,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274
21.108407720752034,2147483668,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F002110232025302740295
22.119017166376235,4294967317,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B6
23.130125555218253,8589934614,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D7
24.14173338018237,17179869207,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F8
25.153841134905022,34359738392,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319
26.166449313754402,68719476761,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A
27.179558411832303,137438953498,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B
28.193168924975044,274877906971,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C
29.207281349756634,549755813916,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D
30.221896183488752,1099511627805,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE
31.23701392422207,2199023255582,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF
32.2526350707489,2079,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E1
33.26876012260362,4128,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402
34.285389580064304,8225,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E104020423
35.30252394415497,16418,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E1040204230444
36.32016371664584,32803,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465
37.33830940005637,65572,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E104020423044404650486
38.35696149765511,131109,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A7
39.37612051346218,262182,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C8
40.39578695225052,524327,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9
41.415961319547336,1048616,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A
42.43664412163581,2097193,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B
43.45783586555653,4194346,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C
44.479537059108665,8388651,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D
45.5017482108523,16777260,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E
46.524469830108174,33554477,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF
47.54770242696184,67108910,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D0
48.5714465122633,134217775,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F1
49.59570259762845,268435504,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612
50.62047119544231,536870961,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F106120633
51.64575281885815,1073741874,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F1061206330654
52.671547981801545,2147483699,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675
53.69785719896998,4294967348,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F106120633065406750696
54.72468098583504,8589934645,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B7
55.7520198586442,17179869238,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D8
56.779874334422566,34359738423,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9
57.80824493097412,68719476792,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A
58.83713216688215,137438953529,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B
59.86653656151266,274877907002,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C
60.89645863501649,549755813947,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D
61.926898908326976,1099511627836,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E
62.95785790316646,2199023255613,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF
63.989336142044344,2110,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C1
65.0213341482604,4159,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E2
66.05385244590596,8256,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803
67.08689155986455,16449,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E208030824
68.1204520158156,32834,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E2080308240845
69.1545343402342,65603,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866
70.18913906039349,131140,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E208030824084508660887
71.22426670436562,262213,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A8
72.25991780102457,524358,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C9
73.29609288004667,1048647,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA
74.3327924719129,2097224,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B
75.37001710790979,4194377,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C
76.4077673201317,8388682,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D
77.44604364148258,16777291,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E
78.48484660567684,33554508,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F
79.52417674724201,67108941,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B0
80.56403460151866,134217806,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D1
81.60442070466515,268435535,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F2
82.64533559365498,536870992,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A13
83.68677980628277,1073741905,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A34
84.72875388116333,2147483730,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A55
85.7712583577336,4294967379,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A76
86.81429377625567,8589934676,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A97
87.8578606778165,17179869269,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB8
88.90195960433087,34359738454,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD9
89.94659109854327,68719476823,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA
90.99175570402855,137438953560,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B
92.03745396519473,274877907033,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C
93.08368642728402,549755813978,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D
94.13045363637423,1099511627867,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E
95.17775613938109,2199023255644,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F
96.22559448406093,2141,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA1
97.27396921900947,4190,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC2
98.32288089366664,8287,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE3
99.37233005831612,16480,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C04
100.42231726408892,32865,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C25
101.47284306296328,65634,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C46
102.52390800776813,131171,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C67
103.57551265218305,262244,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C670C88
104.62765755074162,524389,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C670C880CA9
105.68034325883221,1048678,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C670C880CA90CCA
106.73357033270088,2097255,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C670C880CA90CCA0CEB
107.78733932945082,4194408,\x138B480001002200430064008500A600C700E80109012A014B016C018D01AE01CF01F00211023202530274029502B602D702F80319033A035B037C039D03BE03DF03E10402042304440465048604A704C804E9050A052B054C056D058E05AF05D005F10612063306540675069606B706D806F9071A073B075C077D079E07BF07C107E20803082408450866088708A808C908EA090B092C094D096E098F09B009D109F20A130A340A550A760A970AB80AD90AFA0B1B0B3C0B5D0B7E0B9F0BA10BC20BE30C040C250C460C670C880CA90CCA0CEB0D0C
